date range,SPY last of current block,SPY moving avg of next block
2018-12-24:2018-12-28,241.7244415283203,243.59268976026965
2018-12-31:2019-01-04,246.2515563964844,249.67494890766758
2019-01-07:2019-01-11,252.6813201904297,252.96834244266634
2019-01-14:2019-01-18,259.9793701171875,258.484378937752
2019-01-21:2019-01-25,259.31591796875,258.3245288479713
2019-01-28:2019-02-01,263.49179077148443,265.5693772838962
2019-02-04:2019-02-08,263.891845703125,265.91371400894656
2019-02-11:2019-02-15,270.6240234375,270.9346756473664
2019-02-18:2019-02-22,272.35098266601557,272.60655360068046
2019-02-25:2019-03-01,273.599853515625,271.8165657289567
2019-03-04:2019-03-08,267.78485107421875,272.5980204920615
2019-03-11:2019-03-15,275.6771850585937,276.65016223538305
2019-03-18:2019-03-22,273.65838623046875,274.27010911510837
2019-03-25:2019-03-29,276.82376098632807,280.3886324974798
2019-04-01:2019-04-05,282.79180908203125,282.5765302104335
2019-04-08:2019-04-12,284.3499755859375,284.15080113564767
2019-04-15:2019-04-19,284.2127380371094,285.5774447533392
2019-04-22:2019-04-26,287.5348815917969,287.5980953093498
2019-04-29:2019-05-03,288.1424560546875,284.51244034305694
2019-05-06:2019-05-10,282.3312072753906,276.9994743101058
2019-05-13:2019-05-17,280.116455078125,278.9727350050403
2019-05-20:2019-05-24,277.11773681640625,275.40783199187246
2019-05-27:2019-05-31,269.75808715820307,272.70056053899947
2019-06-03:2019-06-07,281.8901672363281,283.14046453660535
2019-06-10:2019-06-14,283.4679870605469,285.41052935200355
2019-06-17:2019-06-21,289.5143737792969,287.86888467111896
2019-06-24:2019-06-28,288.52960205078125,292.03211728988157
2019-07-01:2019-07-05,293.9062805175781,292.8926716466104
2019-07-08:2019-07-12,296.0628967285156,295.29670862997733
2019-07-15:2019-07-19,292.6360168457031,294.6099272697203
2019-07-22:2019-07-26,297.4021301269531,295.45900406376006
2019-07-29:2019-08-02,288.1553955078125,281.8988037109375
2019-08-05:2019-08-09,287.170654296875,284.0909837292087
2019-08-12:2019-08-16,284.44293212890625,287.0801401445943
2019-08-19:2019-08-23,280.50399780273443,283.86415739982357
2019-08-26:2019-08-30,287.988037109375,288.27454893050657
2019-09-02:2019-09-06,293.5025329589844,294.1811001685358
2019-09-09:2019-09-13,296.4961853027344,295.93543760238157
2019-09-16:2019-09-20,295.0854797363281,294.17661408455143
2019-09-23:2019-09-27,292.236328125,291.0960880402596
2019-09-30:2019-10-04,291.1976013183594,288.6608384655368
2019-10-07:2019-10-11,293.1069030761719,294.11822706653226
2019-10-14:2019-10-18,294.77880859375,296.58856398059476
2019-10-21:2019-10-25,298.36993408203125,300.228511687248
2019-10-28:2019-11-01,302.861328125,304.05868333385837
2019-11-04:2019-11-08,305.6313171386719,305.4956901304183
2019-11-11:2019-11-15,308.4508056640625,308.35025811964465
2019-11-18:2019-11-22,307.6296691894531,310.6291356240549
2019-11-25:2019-11-29,310.9438171386719,307.87318666519656
2019-12-02:2019-12-06,311.497802734375,310.81521803332913
2019-12-09:2019-12-13,313.9216003417969,316.28651477444555
2019-12-16:2019-12-20,318.85504150390625,319.50895543252267
2019-12-23:2019-12-27,320.9725646972656,319.7888882544733
2019-12-30:2020-01-03,320.5252380371094,321.877921811996
2020-01-06:2020-01-10,323.805908203125,326.25411691973284
2020-01-13:2020-01-17,330.00946044921875,329.647710984753
2020-01-20:2020-01-24,326.8480224609375,323.0901420347152
2020-01-27:2020-01-31,319.8492126464844,325.5052903698337
2020-02-03:2020-02-07,330.25799560546875,333.4700661936114
2020-02-10:2020-02-14,335.6264343261719,335.3243329448085
2020-02-17:2020-02-21,331.530517578125,314.1911847514491
2020-02-24:2020-02-28,294.5281066894531,304.6979547316028
2020-03-02:2020-03-06,295.7210693359375,274.45132249401456
2020-03-09:2020-03-13,267.74557495117193,241.52061167070943
2020-03-16:2020-03-20,228.8000030517578,234.6896741313319
2020-03-23:2020-03-27,253.4199981689453,257.5758027107485
