XLY_Date,XLY_Adj Close,XLP_Date,XLP_Adj Close,XLE_Date,XLE_Adj Close,XL_Date,XL_Adj Close,XLV_Date,XLV_Adj Close,XLI_Date,XLI_Adj Close,XLB_Date,XLB_Adj Close,XLK_Date,XLK_Adj Close,XTL_Date,XTL_Adj Close,XLU_Date,XLU_Adj Close,IEI_Date,IEI_Adj Close,LQD_Date,LQD_Adj Close,SPHY_Date,SPHY_Adj Close,GLD_Date,GLD_Adj Close,BIL_Date,BIL_Adj Close,GSG_Date,GSG_Adj Close,UUP_Date,UUP_Adj Close,VWO_Date,VWO_Adj Close,EEM_Date,EEM_Adj Close,VNQ_Date,VNQ_Adj Close,SPY_Date,SPY_Adj Close
2010-01-19,26.169559478759766,2010-01-19,20.421586990356445,2010-01-19,44.546844482421875,2010-01-19,7.890352249145508,2010-02-16,26.016651153564453,2010-02-16,22.851926803588867,2010-02-16,25.26464080810547,2010-02-16,18.327415466308594,2011-02-10,47.74541091918945,2010-02-16,20.157285690307617,2010-02-16,96.33261108398438,2010-02-16,71.78187561035156,2012-07-03,18.202417373657227,2010-02-16,109.62000274658203,2010-02-16,87.49403381347656,2010-02-16,30.40999984741211,2010-02-16,22.704345703125,2010-02-16,30.308610916137695,2010-02-16,31.99993133544922,2010-02-16,28.733253479003906,2010-02-16,89.3238754272461
2010-01-20,25.816383361816406,2010-01-20,20.269926071166992,2010-01-20,43.854068756103516,2010-01-20,7.8694891929626465,2010-02-17,26.217161178588867,2010-02-17,23.046266555786133,2010-02-17,25.280559539794922,2010-02-17,18.378135681152344,2011-02-11,48.48373794555664,2010-02-17,20.07476043701172,2010-02-17,96.00578308105469,2010-02-17,71.54085540771484,2012-07-05,18.202417373657227,2010-02-17,109.25,2010-02-17,87.43684387207031,2010-02-17,30.469999313354492,2010-02-17,22.91753387451172,2010-02-17,30.42416763305664,2010-02-17,32.11355972290039,2010-02-17,28.992713928222656,2010-02-17,89.74720001220703
2010-01-21,25.489046096801758,2010-01-21,19.981760025024414,2010-01-21,42.96014404296875,2010-01-21,7.645244598388672,2010-02-18,26.342483520507812,2010-02-18,23.256813049316406,2010-02-18,25.55110740661621,2010-02-18,18.496479034423828,2011-02-14,48.51009750366211,2010-02-18,20.184795379638672,2010-02-18,95.8079605102539,2010-02-18,71.49263000488281,2012-07-06,18.202417373657227,2010-02-18,109.9800033569336,2010-02-18,87.47498321533203,2010-02-18,30.90999984741211,2010-02-18,22.91753387451172,2010-02-18,30.485795974731445,2010-02-18,32.23528289794922,2010-02-18,29.425134658813477,2010-02-18,90.27626037597656
2010-01-22,24.998050689697266,2010-01-22,19.936262130737305,2010-01-22,41.93959045410156,2010-01-22,7.39492130279541,2010-02-19,26.342483520507812,2010-02-19,23.370176315307617,2010-02-19,25.694347381591797,2010-02-19,18.44576644897461,2011-02-15,48.03547286987305,2010-02-19,20.46676254272461,2010-02-19,95.69612121582031,2010-02-19,71.74747467041016,2012-07-09,18.26618194580078,2010-02-19,109.47000122070312,2010-02-19,87.43684387207031,2010-02-19,31.100000381469727,2010-02-19,22.98536491394043,2010-02-19,30.285484313964844,2010-02-19,31.9593563079834,2010-02-19,29.44509506225586,2010-02-19,90.46346282958984
2010-01-25,25.12725067138672,2010-01-25,19.97418212890625,2010-01-25,42.215213775634766,2010-01-25,7.436645030975342,2010-02-22,26.26728630065918,2010-02-22,23.386377334594727,2010-02-22,25.58293914794922,2010-02-22,18.411949157714844,2011-02-16,48.36945724487305,2010-02-22,20.356731414794922,2010-02-22,95.72199249267578,2010-02-22,71.78874969482422,2012-07-10,18.329959869384766,2010-02-22,109.06999969482422,2010-02-22,87.47498321533203,2010-02-22,31.110000610351562,2010-02-22,22.946603775024414,2010-02-22,30.3009033203125,2010-02-22,31.99993133544922,2010-02-22,29.51828384399414,2010-02-22,90.47975158691406
2010-01-26,25.161710739135742,2010-01-26,19.95142936706543,2010-01-26,41.94703674316406,2010-01-26,7.306269645690918,2010-02-23,26.016651153564453,2010-02-23,23.086761474609375,2010-02-23,25.177114486694336,2010-02-23,18.183698654174805,2011-02-17,48.39583969116211,2010-02-23,20.21918296813965,2010-02-23,96.17779541015625,2010-02-23,71.96087646484375,2012-07-11,18.329959869384766,2010-02-23,107.88999938964844,2010-02-23,87.43684387207031,2010-02-23,30.510000228881836,2010-02-23,23.07257652282715,2010-02-23,29.6229190826416,2010-02-23,31.261409759521484,2010-02-23,29.29208755493164,2010-02-23,89.38089752197266
2010-01-27,25.204782485961914,2010-01-27,19.99692726135254,2010-01-27,41.78315734863281,2010-01-27,7.483580112457275,2010-02-24,26.208810806274414,2010-02-24,23.32159423828125,2010-02-24,25.113449096679688,2010-02-24,18.361228942871094,2011-02-18,48.26398849487305,2010-02-24,20.239816665649414,2010-02-24,96.15203857421875,2010-02-24,72.27079772949219,2012-07-12,18.351211547851562,2010-02-24,107.36000061035156,2010-02-24,87.47498321533203,2010-02-24,30.860000610351562,2010-02-24,23.024126052856445,2010-02-24,29.992721557617188,2010-02-24,31.561687469482422,2010-02-24,29.591459274291992,2010-02-24,90.20298767089844
2010-01-28,25.058349609375,2010-01-28,19.943845748901367,2010-01-28,41.34365463256836,2010-01-28,7.447073459625244,2010-02-25,26.225509643554688,2010-02-25,23.264904022216797,2010-02-25,25.057750701904297,2010-02-25,18.310508728027344,2011-02-22,46.69065856933594,2010-02-25,20.19855308532715,2010-02-25,96.46157836914062,2010-02-25,72.1950454711914,2012-07-13,18.329959869384766,2010-02-25,108.30999755859375,2010-02-25,87.47498321533203,2010-02-25,30.350000381469727,2010-02-25,22.97567367553711,2010-02-25,29.753896713256836,2010-02-25,31.30198097229004,2010-02-25,29.704566955566406,2010-02-25,90.08089447021484
2010-01-29,24.903289794921875,2010-01-29,19.868013381958008,2010-01-29,40.59870910644531,2010-01-29,7.39492130279541,2010-02-26,26.233869552612305,2010-02-26,23.35398292541504,2010-02-26,25.065706253051758,2010-02-26,18.33586883544922,2011-02-23,46.14569091796875,2010-02-26,20.040372848510742,2010-02-26,96.54759216308594,2010-02-26,72.67017364501953,2012-07-16,18.344127655029297,2010-02-26,109.43000030517578,2010-02-26,87.47498321533203,2010-02-26,30.969999313354492,2010-02-26,22.907840728759766,2010-02-26,30.015840530395508,2010-02-26,31.618494033813477,2010-02-26,29.69125747680664,2010-02-26,90.13785552978516
2010-02-01,25.22201156616211,2010-02-01,20.01967430114746,2010-02-01,41.93959045410156,2010-02-01,7.520084381103516,2010-03-01,26.48451805114746,2010-03-01,23.661699295043945,2010-03-01,25.447664260864258,2010-03-01,18.572566986083984,2011-02-24,46.50605773925781,2010-03-01,20.329214096069336,2010-03-01,96.60274505615234,2010-03-01,72.76354217529297,2012-07-17,18.351211547851562,2010-03-01,109.43000030517578,2010-03-01,87.43684387207031,2010-03-01,30.59000015258789,2010-03-01,22.98536491394043,2010-03-01,30.516616821289062,2010-03-01,32.15412902832031,2010-03-01,29.944055557250977,2010-03-01,91.07394409179688
2010-02-02,25.575191497802734,2010-02-02,20.30783462524414,2010-02-02,42.49083709716797,2010-02-02,7.593095302581787,2010-03-02,26.576416015625,2010-03-02,23.702194213867188,2010-03-02,25.662508010864258,2010-03-02,18.54720687866211,2011-02-25,47.38503646850586,2010-03-02,20.391117095947266,2010-03-02,96.68889617919922,2010-03-02,72.91569519042969,2012-07-18,18.41497802734375,2010-03-02,111.0199966430664,2010-03-02,87.45590209960938,2010-03-02,30.860000610351562,2010-03-02,22.91753387451172,2010-03-02,30.863311767578125,2010-03-02,32.51933288574219,2010-03-02,29.957359313964844,2010-03-02,91.32624053955078
2010-02-03,25.592416763305664,2010-02-03,20.163753509521484,2010-02-03,42.12582015991211,2010-02-03,7.509653091430664,2010-03-03,26.46780014038086,2010-03-03,23.734580993652344,2010-03-03,25.885316848754883,2010-03-03,18.5556640625,2011-02-28,47.174072265625,2010-03-03,20.356731414794922,2010-03-03,96.68889617919922,2010-03-03,73.06784057617188,2012-07-19,18.42914581298828,2010-03-03,111.62999725341797,2010-03-03,87.43684387207031,2010-03-03,31.360000610351562,2010-03-03,22.781869888305664,2010-03-03,30.940353393554688,2010-03-03,32.55990982055664,2010-03-03,29.87752342224121,2010-03-03,91.40763854980469
2010-02-04,24.851612091064453,2010-02-04,19.754262924194336,2010-02-04,40.397586822509766,2010-02-04,7.186323165893555,2010-03-04,26.38425636291504,2010-03-04,23.847949981689453,2010-03-04,26.060386657714844,2010-03-04,18.63174057006836,2011-03-01,46.646705627441406,2010-03-04,20.39799690246582,2010-03-04,96.71476745605469,2010-03-04,73.1023941040039,2012-07-20,18.478750228881836,2010-03-04,110.83000183105469,2010-03-04,87.43684387207031,2010-03-04,31.049999237060547,2010-03-04,22.907840728759766,2010-03-04,30.740034103393555,2010-03-04,32.38948059082031,2010-03-04,30.063804626464844,2010-03-04,91.68438720703125
2010-02-05,24.782695770263672,2010-02-05,19.70118522644043,2010-02-05,40.405029296875,2010-02-05,7.269761562347412,2010-03-05,26.751869201660156,2010-03-05,24.212343215942383,2010-03-05,26.394588470458984,2010-03-05,18.859987258911133,2011-03-02,46.611534118652344,2010-03-05,20.60430908203125,2010-03-05,96.38732147216797,2010-03-05,73.01251983642578,2012-07-23,18.528356552124023,2010-03-05,110.80999755859375,2010-03-05,87.43684387207031,2010-03-05,31.34000015258789,2010-03-05,22.898149490356445,2010-03-05,31.633745193481445,2010-03-05,33.23350143432617,2010-03-05,30.882099151611328,2010-03-05,92.994873046875
2010-02-08,24.627635955810547,2010-02-08,19.678434371948242,2010-02-08,40.03255844116211,2010-02-08,7.123741626739502,2010-03-08,26.593122482299805,2010-03-08,24.098981857299805,2010-03-08,26.394588470458984,2010-03-08,18.961435317993164,2011-03-03,47.78935623168945,2010-03-08,20.60430908203125,2010-03-08,96.27532958984375,2010-03-08,73.1300277709961,2012-07-24,18.464584350585938,2010-03-08,109.87999725341797,2010-03-08,87.43684387207031,2010-03-08,31.270000457763672,2010-03-08,22.88846206665039,2010-03-08,31.626026153564453,2010-03-08,33.25785446166992,2010-03-08,31.19477081298828,2010-03-08,93.01116943359375
2010-02-09,25.006662368774414,2010-02-09,19.913509368896484,2010-02-09,40.87432861328125,2010-02-09,7.196750640869141,2010-03-09,26.576416015625,2010-03-09,24.2933292388916,2010-03-09,26.22748565673828,2010-03-09,19.04597282409668,2011-03-04,47.77177810668945,2010-03-09,20.576799392700195,2010-03-09,96.39600372314453,2010-03-09,73.06090545654297,2012-07-25,18.485843658447266,2010-03-09,109.72000122070312,2010-03-09,87.43684387207031,2010-03-09,30.989999771118164,2010-03-09,22.927223205566406,2010-03-09,31.756994247436523,2010-03-09,33.44450759887695,2010-03-09,31.267961502075195,2010-03-09,93.16578674316406
2010-02-10,24.903289794921875,2010-02-10,19.890758514404297,2010-02-10,40.7029914855957,2010-02-10,7.254117965698242,2010-03-10,26.593122482299805,2010-03-10,24.341915130615234,2010-03-10,26.235441207885742,2010-03-10,19.172773361206055,2011-03-07,46.95433807373047,2010-03-10,20.583677291870117,2010-03-10,96.24946594238281,2010-03-10,73.1300277709961,2012-07-26,18.514183044433594,2010-03-10,108.47000122070312,2010-03-10,87.45590209960938,2010-03-10,31.280000686645508,2010-03-10,22.88846206665039,2010-03-10,31.818634033203125,2010-03-10,33.679874420166016,2010-03-10,31.54737091064453,2010-03-10,93.58091735839844
2010-02-11,25.196170806884766,2010-02-11,20.050006866455078,2010-02-11,41.39580154418945,2010-02-11,7.269761562347412,2010-03-11,26.80199432373047,2010-03-11,24.430992126464844,2010-03-11,26.38663673400879,2010-03-11,19.248859405517578,2011-03-08,47.253177642822266,2010-03-11,20.652454376220703,2010-03-11,96.1374740600586,2010-03-11,73.1023941040039,2012-07-27,18.63463020324707,2010-03-11,108.5999984741211,2010-03-11,87.43684387207031,2010-03-11,31.209999084472656,2010-03-11,22.840009689331055,2010-03-11,31.94190216064453,2010-03-11,33.6879768371582,2010-03-11,31.733652114868164,2010-03-11,93.97161865234375
2010-02-12,25.196170806884766,2010-02-12,20.050006866455078,2010-02-12,41.41069030761719,2010-02-12,7.274978160858154,2010-03-12,26.601478576660156,2010-03-12,24.59294891357422,2010-03-12,26.49008560180664,2010-03-12,19.231952667236328,2011-03-09,45.86441421508789,2010-03-12,20.52178382873535,2010-03-12,96.14608764648438,2010-03-12,73.25453186035156,2012-07-30,18.68422508239746,2010-03-12,107.94999694824219,2010-03-12,87.43684387207031,2010-03-12,30.979999542236328,2010-03-12,22.694656372070312,2010-03-12,31.85716438293457,2010-03-12,33.574363708496094,2010-03-12,31.986446380615234,2010-03-12,93.97976684570312
2010-02-16,25.60102653503418,2010-02-16,20.254751205444336,2010-02-16,42.38655090332031,2010-02-16,7.426211833953857,2010-03-15,26.77692222595215,2010-03-15,24.59294891357422,2010-03-15,26.48211669921875,2010-03-15,19.215042114257812,2011-03-10,45.222782135009766,2010-03-15,20.597436904907227,2010-03-15,96.19776153564453,2010-03-15,73.24069213867188,2012-07-31,18.59920883178711,2010-03-15,108.36000061035156,2010-03-15,87.43684387207031,2010-03-15,30.639999389648438,2010-03-15,22.820629119873047,2010-03-15,31.641435623168945,2010-03-15,33.330894470214844,2010-03-15,31.91327476501465,2010-03-15,94.00418853759766
2010-02-17,25.807764053344727,2010-02-17,20.39883041381836,2010-02-17,42.32695388793945,2010-02-17,7.452287197113037,2010-03-16,26.85211944580078,2010-03-16,24.924951553344727,2010-03-16,26.872034072875977,2010-03-16,19.35875129699707,2011-03-11,45.407352447509766,2010-03-16,20.838136672973633,2010-03-16,96.43901824951172,2010-03-16,73.57957458496094,2012-08-01,18.684528350830078,2010-03-16,110.4000015258789,2010-03-16,87.43684387207031,2010-03-16,31.100000381469727,2010-03-16,22.655895233154297,2010-03-16,32.0112419128418,2010-03-16,33.76102066040039,2010-03-16,32.684993743896484,2010-03-16,94.75304412841797
2010-02-18,25.971435546875,2010-02-18,20.52016830444336,2010-02-18,42.56532669067383,2010-02-18,7.4992241859436035,2010-03-17,26.860477447509766,2010-03-17,24.96544075012207,2010-03-17,27.023216247558594,2010-03-17,19.41792869567871,2011-03-14,45.14366149902344,2010-03-17,20.906911849975586,2010-03-17,96.43042755126953,2010-03-17,73.84922790527344,2012-08-02,18.620527267456055,2010-03-17,109.58999633789062,2010-03-17,87.43684387207031,2010-03-17,31.420000076293945,2010-03-17,22.665584564208984,2010-03-17,32.334815979003906,2010-03-17,34.12623596191406,2010-03-17,33.17064666748047,2010-03-17,95.31466674804688
2010-02-19,26.031734466552734,2010-02-19,20.5656681060791,2010-02-19,42.72922134399414,2010-02-19,7.540943145751953,2010-03-18,27.044279098510742,2010-03-18,25.1354923248291,2010-03-18,26.83224105834961,2010-03-18,19.443288803100586,2011-03-15,44.70418930053711,2010-03-18,20.81062889099121,2010-03-18,96.21499633789062,2010-03-18,73.70403289794922,2012-08-03,18.542327880859375,2010-03-18,110.33999633789062,2010-03-18,87.43684387207031,2010-03-18,31.31999969482422,2010-03-18,22.820629119873047,2010-03-18,32.12680435180664,2010-03-18,33.86653518676758,2010-03-18,32.99101638793945,2010-03-18,95.26583099365234
2010-02-22,26.02311897277832,2010-02-22,20.5656681060791,2010-02-22,42.140724182128906,2010-02-22,7.640031814575195,2010-03-19,27.03421974182129,2010-03-19,25.034738540649414,2010-03-19,26.539573669433594,2010-03-19,19.327110290527344,2011-03-16,43.98343276977539,2010-03-19,20.787729263305664,2010-03-19,96.05134582519531,2010-03-19,73.64869689941406,2012-08-06,18.60631561279297,2010-03-19,108.27999877929688,2010-03-19,87.43684387207031,2010-03-19,30.799999237060547,2010-03-19,22.97567367553711,2010-03-19,31.810935974121094,2010-03-19,33.42827606201172,2010-03-19,32.63176727294922,2010-03-19,94.78360748291016
2010-02-23,25.86806869506836,2010-02-23,20.451921463012695,2010-02-23,41.440486907958984,2010-02-23,7.4992241859436035,2010-03-22,27.210262298583984,2010-03-22,25.107864379882812,2010-03-22,26.930335998535156,2010-03-22,19.471277236938477,2011-03-17,44.24711990356445,2010-03-22,20.648954391479492,2010-03-22,96.2839126586914,2010-03-22,73.7662582397461,2012-08-07,18.55653953552246,2010-03-22,107.75,2010-03-22,87.45590209960938,2010-03-22,30.889999389648438,2010-03-22,22.91753387451172,2010-03-22,31.887981414794922,2010-03-22,33.550018310546875,2010-03-22,33.04424285888672,2010-03-22,95.29032135009766
2010-02-24,26.204015731811523,2010-02-24,20.580833435058594,2010-02-24,41.70121383666992,2010-02-24,7.629600524902344,2010-03-23,27.34437370300293,2010-03-23,25.39226722717285,2010-03-23,27.281221389770508,2010-03-23,19.657846450805664,2011-03-18,43.986717224121094,2010-03-23,20.732223510742188,2010-03-23,96.19776153564453,2010-03-23,73.71786499023438,2012-08-08,18.53522300720215,2010-03-23,108.31999969482422,2010-03-23,87.45590209960938,2010-03-23,30.75,2010-03-23,22.995054244995117,2010-03-23,32.14221954345703,2010-03-23,33.78537368774414,2010-03-23,32.95111846923828,2010-03-23,95.96054077148438
2010-02-25,26.24708366394043,2010-02-25,20.595996856689453,2010-02-25,41.72355651855469,2010-02-25,7.608740329742432,2010-03-24,27.050989151000977,2010-03-24,25.213499069213867,2010-03-24,27.201465606689453,2010-03-24,19.564556121826172,2011-03-21,44.42659378051758,2010-03-24,20.517126083374023,2010-03-24,95.56879425048828,2010-03-24,73.17153930664062,2012-08-09,18.53522300720215,2010-03-24,106.30000305175781,2010-03-24,87.43684387207031,2010-03-24,30.479999542236328,2010-03-24,23.305143356323242,2010-03-24,31.710784912109375,2010-03-24,33.282203674316406,2010-03-24,33.13072204589844,2010-03-24,95.49467468261719
2010-02-26,26.290157318115234,2010-02-26,20.497417449951172,2010-02-26,41.82039260864258,2010-02-26,7.655676364898682,2010-03-25,26.9420108795166,2010-03-25,25.19725227355957,2010-03-25,26.659189224243164,2010-03-25,19.59848403930664,2011-03-22,44.31222152709961,2010-03-25,20.38529396057129,2010-03-25,95.43961334228516,2010-03-25,72.90873718261719,2012-08-10,18.55653953552246,2010-03-25,106.77999877929688,2010-03-25,87.47498321533203,2010-03-25,30.329999923706055,2010-03-25,23.382665634155273,2010-03-25,31.54898452758789,2010-03-25,33.19293212890625,2010-03-25,33.21183395385742,2010-03-25,95.33935546875
2010-03-01,26.703636169433594,2010-03-01,20.641494750976562,2010-03-01,42.20774841308594,2010-03-01,7.676536560058594,2010-03-26,26.74082374572754,2010-03-26,25.262258529663086,2010-03-26,26.858562469482422,2010-03-26,19.50519561767578,2011-03-23,44.67292404174805,2010-03-26,20.433870315551758,2010-03-26,95.58604431152344,2010-03-26,73.1300277709961,2012-08-13,18.570758819580078,2010-03-26,108.58999633789062,2010-03-26,87.47498321533203,2010-03-26,30.270000457763672,2010-03-26,23.21792984008789,2010-03-26,31.772409439086914,2010-03-26,33.355247497558594,2010-03-26,33.03757095336914,2010-03-26,95.28218078613281
2010-03-02,26.56580924987793,2010-03-02,20.717329025268555,2010-03-02,42.55789566040039,2010-03-02,7.702611446380615,2010-03-29,27.025833129882812,2010-03-29,25.489765167236328,2010-03-29,27.145645141601562,2010-03-29,19.564556121826172,2011-03-24,45.36790084838867,2010-03-29,20.683656692504883,2010-03-29,95.58604431152344,2010-03-29,73.06784057617188,2012-08-14,18.5209903717041,2010-03-29,108.75,2010-03-29,87.43684387207031,2010-03-29,30.940000534057617,2010-03-29,23.101648330688477,2010-03-29,32.35022735595703,2010-03-29,33.9557991027832,2010-03-29,33.13809585571289,2010-03-29,95.8869857788086
2010-03-03,26.643335342407227,2010-03-03,20.724916458129883,2010-03-03,42.744110107421875,2010-03-03,7.707825660705566,2010-03-30,27.025833129882812,2010-03-30,25.5303955078125,2010-03-30,27.185516357421875,2010-03-30,19.64936065673828,2011-03-25,45.447078704833984,2010-03-30,20.628150939941406,2010-03-30,95.62055206298828,2010-03-30,73.10929870605469,2012-08-15,18.5209903717041,2010-03-30,107.97000122070312,2010-03-30,87.43684387207031,2010-03-30,31.200000762939453,2010-03-30,23.188859939575195,2010-03-30,32.45809555053711,2010-03-30,34.08564758300781,2010-03-30,33.091182708740234,2010-03-30,95.95235443115234
2010-03-04,26.8845272064209,2010-03-04,20.79315757751465,2010-03-04,42.5206413269043,2010-03-04,7.7860517501831055,2010-03-31,26.933626174926758,2010-03-31,25.384138107299805,2010-03-31,27.04994773864746,2010-03-31,19.589998245239258,2011-03-28,45.63182830810547,2010-03-31,20.579570770263672,2010-03-31,95.79283142089844,2010-03-31,73.14385986328125,2012-08-16,18.48545265197754,2010-03-31,108.94999694824219,2010-03-31,87.47498321533203,2010-03-31,31.15999984741211,2010-03-31,23.062885284423828,2010-03-31,32.47349548339844,2010-03-31,34.18303298950195,2010-03-31,32.715843200683594,2010-03-31,95.62543487548828
